Timestep;TAir;DeltaT (Thouse-Tair) (and =0 if no heating required);Demand space heating kWh;Demand domestic hot water kWh;Demand space heating kWh;Demand domestic hot water kWh;;;;;
01.01.2021 00:00;-3.9;23.9; 14.39 ; 5.25 ;379.9720161;14.5913242;;;;;
01.01.2021 01:00;-4.6;24.6; 14.81 ; 5.25 ;391.1009036;14.5913242; 1’426’000.00 ;kWh;Wärmebedarf von Infener;54000;kWh
01.01.2021 02:00;-5.2;25.2; 15.17 ; 5.25 ;400.6399501;14.5913242; 127’820.00 ;kWh;Warmwasserbedarf ;46000;
01.01.2021 03:00;-5.6;25.6; 15.41 ; 5.25 ;406.9993143;14.5913242; 1’553’820.00 ;;;;
01.01.2021 04:00;-6;26; 15.65 ; 5.25 ;413.3586786;14.5913242;1500;MWh;;;
01.01.2021 05:00;-6.4;26.4; 15.89 ; 5.25 ;419.7180429;14.5913242;;;;;
01.01.2021 06:00;-6.7;26.7; 16.07 ; 5.25 ;424.4875661;14.5913242;;;;;
01.01.2021 07:00;-7;27; 16.26 ; 5.25 ;429.2570893;14.5913242;16.91742526;;;;
01.01.2021 08:00;-7.1;27.1; 16.32 ; 5.25 ;430.8469304;14.5913242;;;;;
01.01.2021 09:00;-6.3;26.3; 15.83 ; 5.25 ;418.1282018;14.5913242;;;;;
01.01.2021 10:00;-5.7;25.7; 15.47 ; 5.25 ;408.5891554;14.5913242;;;;;
01.01.2021 11:00;-5.1;25.1; 15.11 ; 5.25 ;399.050109;14.5913242;;;;;
01.01.2021 12:00;-4.7;24.7; 14.87 ; 5.25 ;392.6907447;14.5913242;;;;;
01.01.2021 13:00;-4.6;24.6; 14.81 ; 5.25 ;391.1009036;14.5913242;;;;;
01.01.2021 14:00;-4.9;24.9; 14.99 ; 5.25 ;395.8704268;14.5913242;;;;;
01.01.2021 15:00;-5.4;25.4; 15.29 ; 5.25 ;403.8196322;14.5913242;;;;;
01.01.2021 16:00;-6.1;26.1; 15.71 ; 5.25 ;414.9485197;14.5913242;;;;;
01.01.2021 17:00;-6.4;26.4; 15.89 ; 5.25 ;419.7180429;14.5913242;;;;;
01.01.2021 18:00;-6.7;26.7; 16.07 ; 5.25 ;424.4875661;14.5913242;;;;;
01.01.2021 19:00;-7;27; 16.26 ; 5.25 ;429.2570893;14.5913242;;;;;
01.01.2021 20:00;-7.3;27.3; 16.44 ; 5.25 ;434.0266126;14.5913242;;;;;
01.01.2021 21:00;-7.6;27.6; 16.62 ; 5.25 ;438.7961358;14.5913242;;;;;
01.01.2021 22:00;-7.9;27.9; 16.80 ; 5.25 ;443.565659;14.5913242;;;;;
01.01.2021 23:00;-8.1;28.1; 16.92 ; 5.25 ;446.7453411;14.5913242;;;;;
02.01.2021 00:00;-7.9;27.9; 16.80 ; 5.25 ;443.565659;14.5913242;;;;;
02.01.2021 01:00;-7.5;27.5; 16.56 ; 5.25 ;437.2062947;14.5913242;;;;;
02.01.2021 02:00;-7.1;27.1; 16.32 ; 5.25 ;430.8469304;14.5913242;;;;;
02.01.2021 03:00;-6.8;26.8; 16.13 ; 5.25 ;426.0774072;14.5913242;;;;;
02.01.2021 04:00;-6.6;26.6; 16.01 ; 5.25 ;422.8977251;14.5913242;;;;;
02.01.2021 05:00;-6.3;26.3; 15.83 ; 5.25 ;418.1282018;14.5913242;;;;;
02.01.2021 06:00;-6.2;26.2; 15.77 ; 5.25 ;416.5383608;14.5913242;;;;;
02.01.2021 07:00;-6;26; 15.65 ; 5.25 ;413.3586786;14.5913242;;;;;
02.01.2021 08:00;-5.5;25.5; 15.35 ; 5.25 ;405.4094733;14.5913242;;;;;
02.01.2021 09:00;-2.8;22.8; 13.73 ; 5.25 ;362.4837643;14.5913242;;;;;
02.01.2021 10:00;-0.1;20.1; 12.10 ; 5.25 ;319.5580554;14.5913242;;;;;
02.01.2021 11:00;2.1;17.9; 10.78 ; 5.25 ;284.5815518;14.5913242;;;;;
02.01.2021 12:00;3.5;16.5; 9.93 ; 5.25 ;262.3237768;14.5913242;;;;;
02.01.2021 13:00;4.5;15.5; 9.33 ; 5.25 ;246.4253661;14.5913242;;;;;
02.01.2021 14:00;4.7;15.3; 9.21 ; 5.25 ;243.245684;14.5913242;;;;;
02.01.2021 15:00;3.9;16.1; 9.69 ; 5.25 ;255.9644125;14.5913242;;;;;
02.01.2021 16:00;2.3;17.7; 10.66 ; 5.25 ;281.4018697;14.5913242;;;;;
02.01.2021 17:00;2.1;17.9; 10.78 ; 5.25 ;284.5815518;14.5913242;;;;;
02.01.2021 18:00;1.8;18.2; 10.96 ; 5.25 ;289.351075;14.5913242;;;;;
02.01.2021 19:00;1.6;18.4; 11.08 ; 5.25 ;292.5307572;14.5913242;;;;;
02.01.2021 20:00;1.3;18.7; 11.26 ; 5.25 ;297.3002804;14.5913242;;;;;
02.01.2021 21:00;1;19; 11.44 ; 5.25 ;302.0698036;14.5913242;;;;;
02.01.2021 22:00;0.8;19.2; 11.56 ; 5.25 ;305.2494858;14.5913242;;;;;
02.01.2021 23:00;0.5;19.5; 11.74 ; 5.25 ;310.019009;14.5913242;;;;;
03.01.2021 00:00;-0.1;20.1; 12.10 ; 5.25 ;319.5580554;14.5913242;;;;;
03.01.2021 01:00;-0.9;20.9; 12.58 ; 5.25 ;332.276784;14.5913242;;;;;
03.01.2021 02:00;-1.6;21.6; 13.00 ; 5.25 ;343.4056715;14.5913242;;;;;
03.01.2021 03:00;-2;22; 13.24 ; 5.25 ;349.7650358;14.5913242;;;;;
03.01.2021 04:00;-2.4;22.4; 13.49 ; 5.25 ;356.1244;14.5913242;;;;;
03.01.2021 05:00;-2.8;22.8; 13.73 ; 5.25 ;362.4837643;14.5913242;;;;;
03.01.2021 06:00;-3;23; 13.85 ; 5.25 ;365.6634465;14.5913242;;;;;
03.01.2021 07:00;-3.3;23.3; 14.03 ; 5.25 ;370.4329697;14.5913242;;;;;
03.01.2021 08:00;-3.3;23.3; 14.03 ; 5.25 ;370.4329697;14.5913242;;;;;
03.01.2021 09:00;-2.8;22.8; 13.73 ; 5.25 ;362.4837643;14.5913242;;;;;
03.01.2021 10:00;-2.3;22.3; 13.43 ; 5.25 ;354.534559;14.5913242;;;;;
03.01.2021 11:00;-1.9;21.9; 13.18 ; 5.25 ;348.1751947;14.5913242;;;;;
03.01.2021 12:00;-1.6;21.6; 13.00 ; 5.25 ;343.4056715;14.5913242;;;;;
03.01.2021 13:00;-1.5;21.5; 12.94 ; 5.25 ;341.8158304;14.5913242;;;;;
03.01.2021 14:00;-1.5;21.5; 12.94 ; 5.25 ;341.8158304;14.5913242;;;;;
03.01.2021 15:00;-1.8;21.8; 13.12 ; 5.25 ;346.5853536;14.5913242;;;;;
03.01.2021 16:00;-2.2;22.2; 13.37 ; 5.25 ;352.9447179;14.5913242;;;;;
03.01.2021 17:00;-2.7;22.7; 13.67 ; 5.25 ;360.8939233;14.5913242;;;;;
03.01.2021 18:00;-3.1;23.1; 13.91 ; 5.25 ;367.2532875;14.5913242;;;;;
03.01.2021 19:00;-3.6;23.6; 14.21 ; 5.25 ;375.2024929;14.5913242;;;;;
03.01.2021 20:00;-4.1;24.1; 14.51 ; 5.25 ;383.1516983;14.5913242;;;;;
03.01.2021 21:00;-4.5;24.5; 14.75 ; 5.25 ;389.5110626;14.5913242;;;;;
03.01.2021 22:00;-5;25; 15.05 ; 5.25 ;397.4602679;14.5913242;;;;;
03.01.2021 23:00;-5.5;25.5; 15.35 ; 5.25 ;405.4094733;14.5913242;;;;;
04.01.2021 00:00;-6.1;26.1; 15.71 ; 5.25 ;414.9485197;14.5913242;;;;;
04.01.2021 01:00;-6;26; 15.65 ; 5.25 ;413.3586786;14.5913242;;;;;
04.01.2021 02:00;-6.3;26.3; 15.83 ; 5.25 ;418.1282018;14.5913242;;;;;
04.01.2021 03:00;-6.5;26.5; 15.95 ; 5.25 ;421.307884;14.5913242;;;;;
04.01.2021 04:00;-6.8;26.8; 16.13 ; 5.25 ;426.0774072;14.5913242;;;;;
04.01.2021 05:00;-7;27; 16.26 ; 5.25 ;429.2570893;14.5913242;;;;;
04.01.2021 06:00;-7.2;27.2; 16.38 ; 5.25 ;432.4367715;14.5913242;;;;;
04.01.2021 07:00;-7.3;27.3; 16.44 ; 5.25 ;434.0266126;14.5913242;;;;;
04.01.2021 08:00;-7.4;27.4; 16.50 ; 5.25 ;435.6164536;14.5913242;;;;;
04.01.2021 09:00;-7;27; 16.26 ; 5.25 ;429.2570893;14.5913242;;;;;
04.01.2021 10:00;-6.6;26.6; 16.01 ; 5.25 ;422.8977251;14.5913242;;;;;
04.01.2021 11:00;-6.3;26.3; 15.83 ; 5.25 ;418.1282018;14.5913242;;;;;
04.01.2021 12:00;-6.1;26.1; 15.71 ; 5.25 ;414.9485197;14.5913242;;;;;
04.01.2021 13:00;-6.1;26.1; 15.71 ; 5.25 ;414.9485197;14.5913242;;;;;
04.01.2021 14:00;-6.2;26.2; 15.77 ; 5.25 ;416.5383608;14.5913242;;;;;
04.01.2021 15:00;-6.5;26.5; 15.95 ; 5.25 ;421.307884;14.5913242;;;;;
04.01.2021 16:00;-6.9;26.9; 16.19 ; 5.25 ;427.6672483;14.5913242;;;;;
04.01.2021 17:00;-6.2;26.2; 15.77 ; 5.25 ;416.5383608;14.5913242;;;;;
04.01.2021 18:00;-5.6;25.6; 15.41 ; 5.25 ;406.9993143;14.5913242;;;;;
04.01.2021 19:00;-4.7;24.7; 14.87 ; 5.25 ;392.6907447;14.5913242;;;;;
04.01.2021 20:00;-4;24; 14.45 ; 5.25 ;381.5618572;14.5913242;;;;;
04.01.2021 21:00;-3.2;23.2; 13.97 ; 5.25 ;368.8431286;14.5913242;;;;;
04.01.2021 22:00;-2.5;22.5; 13.55 ; 5.25 ;357.7142411;14.5913242;;;;;
04.01.2021 23:00;-1.7;21.7; 13.06 ; 5.25 ;344.9955125;14.5913242;;;;;
05.01.2021 00:00;-1.4;21.4; 12.88 ; 5.25 ;340.2259893;14.5913242;;;;;
05.01.2021 01:00;-1.1;21.1; 12.70 ; 5.25 ;335.4564661;14.5913242;;;;;
05.01.2021 02:00;-0.6;20.6; 12.40 ; 5.25 ;327.5072608;14.5913242;;;;;
05.01.2021 03:00;-0.4;20.4; 12.28 ; 5.25 ;324.3275786;14.5913242;;;;;
05.01.2021 03:59;-0.2;20.2; 12.16 ; 5.25 ;321.1478965;14.5913242;;;;;
05.01.2021 04:59;0;20; 12.04 ; 5.25 ;317.9682143;14.5913242;;;;;
05.01.2021 05:59;0.1;19.9; 11.98 ; 5.25 ;316.3783733;14.5913242;;;;;
05.01.2021 06:59;0.2;19.8; 11.92 ; 5.25 ;314.7885322;14.5913242;;;;;
05.01.2021 07:59;0.4;19.6; 11.80 ; 5.25 ;311.60885;14.5913242;;;;;
05.01.2021 08:59;1.4;18.6; 11.20 ; 5.25 ;295.7104393;14.5913242;;;;;
05.01.2021 09:59;2.2;17.8; 10.72 ; 5.25 ;282.9917108;14.5913242;;;;;
05.01.2021 10:59;3;17; 10.23 ; 5.25 ;270.2729822;14.5913242;;;;;
05.01.2021 11:59;3.6;16.4; 9.87 ; 5.25 ;260.7339357;14.5913242;;;;;
05.01.2021 12:59;3.9;16.1; 9.69 ; 5.25 ;255.9644125;14.5913242;;;;;
05.01.2021 13:59;4.1;15.9; 9.57 ; 5.25 ;252.7847304;14.5913242;;;;;
05.01.2021 14:59;3.9;16.1; 9.69 ; 5.25 ;255.9644125;14.5913242;;;;;
05.01.2021 15:59;3.3;16.7; 10.05 ; 5.25 ;265.503459;14.5913242;;;;;
05.01.2021 16:59;3.6;16.4; 9.87 ; 5.25 ;260.7339357;14.5913242;;;;;
05.01.2021 17:59;3.9;16.1; 9.69 ; 5.25 ;255.9644125;14.5913242;;;;;
05.01.2021 18:59;4.1;15.9; 9.57 ; 5.25 ;252.7847304;14.5913242;;;;;
05.01.2021 19:59;4.4;15.6; 9.39 ; 5.25 ;248.0152072;14.5913242;;;;;
05.01.2021 20:59;4.7;15.3; 9.21 ; 5.25 ;243.245684;14.5913242;;;;;
05.01.2021 21:59;4.9;15.1; 9.09 ; 5.25 ;240.0660018;14.5913242;;;;;
05.01.2021 22:59;4.8;15.2; 9.15 ; 5.25 ;241.6558429;14.5913242;;;;;
05.01.2021 23:59;5.1;14.9; 8.97 ; 5.25 ;236.8863197;14.5913242;;;;;
06.01.2021 00:59;5;15; 9.03 ; 5.25 ;238.4761607;14.5913242;;;;;
06.01.2021 01:59;4.9;15.1; 9.09 ; 5.25 ;240.0660018;14.5913242;;;;;
06.01.2021 02:59;4.8;15.2; 9.15 ; 5.25 ;241.6558429;14.5913242;;;;;
06.01.2021 03:59;4.9;15.1; 9.09 ; 5.25 ;240.0660018;14.5913242;;;;;
06.01.2021 04:59;4.8;15.2; 9.15 ; 5.25 ;241.6558429;14.5913242;;;;;
06.01.2021 05:59;4.8;15.2; 9.15 ; 5.25 ;241.6558429;14.5913242;;;;;
06.01.2021 06:59;4.8;15.2; 9.15 ; 5.25 ;241.6558429;14.5913242;;;;;
06.01.2021 07:59;4.9;15.1; 9.09 ; 5.25 ;240.0660018;14.5913242;;;;;
06.01.2021 08:59;5.6;14.4; 8.67 ; 5.25 ;228.9371143;14.5913242;;;;;
06.01.2021 09:59;6.3;13.7; 8.25 ; 5.25 ;217.8082268;14.5913242;;;;;
06.01.2021 10:59;6.9;13.1; 7.89 ; 5.25 ;208.2691804;14.5913242;;;;;
06.01.2021 11:59;7.4;12.6; 7.59 ; 5.25 ;200.319975;14.5913242;;;;;
06.01.2021 12:59;7.7;12.3; 7.41 ; 5.25 ;195.5504518;14.5913242;;;;;
06.01.2021 13:59;7.8;12.2; 7.34 ; 5.25 ;193.9606107;14.5913242;;;;;
06.01.2021 14:59;7.6;12.4; 7.47 ; 5.25 ;197.1402929;14.5913242;;;;;
06.01.2021 15:59;7.1;12.9; 7.77 ; 5.25 ;205.0894982;14.5913242;;;;;
06.01.2021 16:59;6.8;13.2; 7.95 ; 5.25 ;209.8590215;14.5913242;;;;;
06.01.2021 17:59;6.5;13.5; 8.13 ; 5.25 ;214.6285447;14.5913242;;;;;
06.01.2021 18:59;6.1;13.9; 8.37 ; 5.25 ;220.987909;14.5913242;;;;;
06.01.2021 19:59;5.8;14.2; 8.55 ; 5.25 ;225.7574322;14.5913242;;;;;
06.01.2021 20:59;5.5;14.5; 8.73 ; 5.25 ;230.5269554;14.5913242;;;;;
06.01.2021 21:59;5.2;14.8; 8.91 ; 5.25 ;235.2964786;14.5913242;;;;;
06.01.2021 22:59;4.9;15.1; 9.09 ; 5.25 ;240.0660018;14.5913242;;;;;
06.01.2021 23:59;4.3;15.7; 9.45 ; 5.25 ;249.6050482;14.5913242;;;;;
07.01.2021 00:59;3.8;16.2; 9.75 ; 5.25 ;257.5542536;14.5913242;;;;;
07.01.2021 01:59;3.2;16.8; 10.11 ; 5.25 ;267.0933;14.5913242;;;;;
07.01.2021 02:59;2.9;17.1; 10.29 ; 5.25 ;271.8628233;14.5913242;;;;;
07.01.2021 03:59;2.5;17.5; 10.54 ; 5.25 ;278.2221875;14.5913242;;;;;
07.01.2021 04:59;2.2;17.8; 10.72 ; 5.25 ;282.9917108;14.5913242;;;;;
07.01.2021 05:59;2;18; 10.84 ; 5.25 ;286.1713929;14.5913242;;;;;
07.01.2021 06:59;1.8;18.2; 10.96 ; 5.25 ;289.351075;14.5913242;;;;;
07.01.2021 07:59;2;18; 10.84 ; 5.25 ;286.1713929;14.5913242;;;;;
07.01.2021 08:59;3.1;16.9; 10.17 ; 5.25 ;268.6831411;14.5913242;;;;;
07.01.2021 09:59;4.1;15.9; 9.57 ; 5.25 ;252.7847304;14.5913242;;;;;
07.01.2021 10:59;5.5;14.5; 8.73 ; 5.25 ;230.5269554;14.5913242;;;;;
07.01.2021 11:59;6.1;13.9; 8.37 ; 5.25 ;220.987909;14.5913242;;;;;
07.01.2021 12:59;5.4;14.6; 8.79 ; 5.25 ;232.1167965;14.5913242;;;;;
07.01.2021 13:59;5.2;14.8; 8.91 ; 5.25 ;235.2964786;14.5913242;;;;;
07.01.2021 14:59;4.8;15.2; 9.15 ; 5.25 ;241.6558429;14.5913242;;;;;
07.01.2021 15:59;4;16; 9.63 ; 5.25 ;254.3745715;14.5913242;;;;;
07.01.2021 16:59;3.9;16.1; 9.69 ; 5.25 ;255.9644125;14.5913242;;;;;
07.01.2021 17:59;3.7;16.3; 9.81 ; 5.25 ;259.1440947;14.5913242;;;;;
07.01.2021 18:59;3.6;16.4; 9.87 ; 5.25 ;260.7339357;14.5913242;;;;;
07.01.2021 19:59;3.4;16.6; 9.99 ; 5.25 ;263.9136179;14.5913242;;;;;
07.01.2021 20:59;3.3;16.7; 10.05 ; 5.25 ;265.503459;14.5913242;;;;;
07.01.2021 21:59;3.1;16.9; 10.17 ; 5.25 ;268.6831411;14.5913242;;;;;
07.01.2021 22:59;3;17; 10.23 ; 5.25 ;270.2729822;14.5913242;;;;;
07.01.2021 23:59;3;17; 10.23 ; 5.25 ;270.2729822;14.5913242;;;;;
08.01.2021 00:59;3.1;16.9; 10.17 ; 5.25 ;268.6831411;14.5913242;;;;;
08.01.2021 01:59;3.2;16.8; 10.11 ; 5.25 ;267.0933;14.5913242;;;;;
08.01.2021 02:59;3.2;16.8; 10.11 ; 5.25 ;267.0933;14.5913242;;;;;
08.01.2021 03:59;3.3;16.7; 10.05 ; 5.25 ;265.503459;14.5913242;;;;;
08.01.2021 04:59;3.4;16.6; 9.99 ; 5.25 ;263.9136179;14.5913242;;;;;
08.01.2021 05:59;3.5;16.5; 9.93 ; 5.25 ;262.3237768;14.5913242;;;;;
08.01.2021 06:59;3.5;16.5; 9.93 ; 5.25 ;262.3237768;14.5913242;;;;;
08.01.2021 07:59;3.7;16.3; 9.81 ; 5.25 ;259.1440947;14.5913242;;;;;
08.01.2021 08:59;4;16; 9.63 ; 5.25 ;254.3745715;14.5913242;;;;;
08.01.2021 09:59;4.3;15.7; 9.45 ; 5.25 ;249.6050482;14.5913242;;;;;
08.01.2021 10:59;4.5;15.5; 9.33 ; 5.25 ;246.4253661;14.5913242;;;;;
08.01.2021 11:59;4.7;15.3; 9.21 ; 5.25 ;243.245684;14.5913242;;;;;
08.01.2021 12:59;6.5;13.5; 8.13 ; 5.25 ;214.6285447;14.5913242;;;;;
08.01.2021 13:59;7.4;12.6; 7.59 ; 5.25 ;200.319975;14.5913242;;;;;
08.01.2021 14:59;7.6;12.4; 7.47 ; 5.25 ;197.1402929;14.5913242;;;;;
08.01.2021 15:59;7.1;12.9; 7.77 ; 5.25 ;205.0894982;14.5913242;;;;;
08.01.2021 16:59;6.8;13.2; 7.95 ; 5.25 ;209.8590215;14.5913242;;;;;
08.01.2021 17:59;6.5;13.5; 8.13 ; 5.25 ;214.6285447;14.5913242;;;;;
08.01.2021 18:59;6.3;13.7; 8.25 ; 5.25 ;217.8082268;14.5913242;;;;;
08.01.2021 19:59;6;14; 8.43 ; 5.25 ;222.57775;14.5913242;;;;;
08.01.2021 20:59;5.7;14.3; 8.61 ; 5.25 ;227.3472732;14.5913242;;;;;
08.01.2021 21:59;5.5;14.5; 8.73 ; 5.25 ;230.5269554;14.5913242;;;;;
08.01.2021 22:59;5.2;14.8; 8.91 ; 5.25 ;235.2964786;14.5913242;;;;;
08.01.2021 23:59;4.8;15.2; 9.15 ; 5.25 ;241.6558429;14.5913242;;;;;
09.01.2021 00:59;4.2;15.8; 9.51 ; 5.25 ;251.1948893;14.5913242;;;;;
09.01.2021 01:59;3.6;16.4; 9.87 ; 5.25 ;260.7339357;14.5913242;;;;;
09.01.2021 02:59;3.3;16.7; 10.05 ; 5.25 ;265.503459;14.5913242;;;;;
09.01.2021 03:59;3;17; 10.23 ; 5.25 ;270.2729822;14.5913242;;;;;
09.01.2021 04:59;2.6;17.4; 10.48 ; 5.25 ;276.6323465;14.5913242;;;;;
09.01.2021 05:59;2.4;17.6; 10.60 ; 5.25 ;279.8120286;14.5913242;;;;;
09.01.2021 06:59;2.1;17.9; 10.78 ; 5.25 ;284.5815518;14.5913242;;;;;
09.01.2021 07:59;2.1;17.9; 10.78 ; 5.25 ;284.5815518;14.5913242;;;;;
09.01.2021 08:59;2.6;17.4; 10.48 ; 5.25 ;276.6323465;14.5913242;;;;;
09.01.2021 09:59;2.8;17.2; 10.36 ; 5.25 ;273.4526643;14.5913242;;;;;
09.01.2021 10:59;3.1;16.9; 10.17 ; 5.25 ;268.6831411;14.5913242;;;;;
09.01.2021 11:59;3.3;16.7; 10.05 ; 5.25 ;265.503459;14.5913242;;;;;
09.01.2021 12:59;3.3;16.7; 10.05 ; 5.25 ;265.503459;14.5913242;;;;;
09.01.2021 13:59;3.1;16.9; 10.17 ; 5.25 ;268.6831411;14.5913242;;;;;
09.01.2021 14:59;2.8;17.2; 10.36 ; 5.25 ;273.4526643;14.5913242;;;;;
09.01.2021 15:59;2.5;17.5; 10.54 ; 5.25 ;278.2221875;14.5913242;;;;;
09.01.2021 16:59;2.6;17.4; 10.48 ; 5.25 ;276.6323465;14.5913242;;;;;
09.01.2021 17:59;2.6;17.4; 10.48 ; 5.25 ;276.6323465;14.5913242;;;;;
09.01.2021 18:59;2.7;17.3; 10.42 ; 5.25 ;275.0425054;14.5913242;;;;;
09.01.2021 19:59;2.7;17.3; 10.42 ; 5.25 ;275.0425054;14.5913242;;;;;
09.01.2021 20:59;2.9;17.1; 10.29 ; 5.25 ;271.8628233;14.5913242;;;;;
09.01.2021 21:59;3;17; 10.23 ; 5.25 ;270.2729822;14.5913242;;;;;
09.01.2021 22:59;3.1;16.9; 10.17 ; 5.25 ;268.6831411;14.5913242;;;;;
09.01.2021 23:59;3.2;16.8; 10.11 ; 5.25 ;267.0933;14.5913242;;;;;
10.01.2021 00:59;3.4;16.6; 9.99 ; 5.25 ;263.9136179;14.5913242;;;;;
10.01.2021 01:59;3.9;16.1; 9.69 ; 5.25 ;255.9644125;14.5913242;;;;;
10.01.2021 02:59;4.1;15.9; 9.57 ; 5.25 ;252.7847304;14.5913242;;;;;
10.01.2021 03:59;4.3;15.7; 9.45 ; 5.25 ;249.6050482;14.5913242;;;;;
10.01.2021 04:59;4.5;15.5; 9.33 ; 5.25 ;246.4253661;14.5913242;;;;;
10.01.2021 05:59;4.7;15.3; 9.21 ; 5.25 ;243.245684;14.5913242;;;;;
10.01.2021 06:59;4.8;15.2; 9.15 ; 5.25 ;241.6558429;14.5913242;;;;;
10.01.2021 07:59;5;15; 9.03 ; 5.25 ;238.4761607;14.5913242;;;;;
10.01.2021 08:59;6.1;13.9; 8.37 ; 5.25 ;220.987909;14.5913242;;;;;
10.01.2021 09:59;7;13; 7.83 ; 5.25 ;206.6793393;14.5913242;;;;;
10.01.2021 10:59;7.7;12.3; 7.41 ; 5.25 ;195.5504518;14.5913242;;;;;
10.01.2021 11:59;8.2;11.8; 7.10 ; 5.25 ;187.6012465;14.5913242;;;;;
10.01.2021 12:59;8.6;11.4; 6.86 ; 5.25 ;181.2418822;14.5913242;;;;;
10.01.2021 13:59;8.8;11.2; 6.74 ; 5.25 ;178.0622;14.5913242;;;;;
10.01.2021 14:59;8.6;11.4; 6.86 ; 5.25 ;181.2418822;14.5913242;;;;;
10.01.2021 15:59;8.1;11.9; 7.16 ; 5.25 ;189.1910875;14.5913242;;;;;
10.01.2021 16:59;7.9;12.1; 7.28 ; 5.25 ;192.3707697;14.5913242;;;;;
10.01.2021 17:59;7.8;12.2; 7.34 ; 5.25 ;193.9606107;14.5913242;;;;;
10.01.2021 18:59;7;13; 7.83 ; 5.25 ;206.6793393;14.5913242;;;;;
10.01.2021 19:59;7.3;12.7; 7.65 ; 5.25 ;201.9098161;14.5913242;;;;;
10.01.2021 20:59;7.2;12.8; 7.71 ; 5.25 ;203.4996572;14.5913242;;;;;
10.01.2021 21:59;7.1;12.9; 7.77 ; 5.25 ;205.0894982;14.5913242;;;;;
10.01.2021 22:59;6.9;13.1; 7.89 ; 5.25 ;208.2691804;14.5913242;;;;;
10.01.2021 23:59;6.5;13.5; 8.13 ; 5.25 ;214.6285447;14.5913242;;;;;
11.01.2021 00:59;6;14; 8.43 ; 5.25 ;222.57775;14.5913242;;;;;
11.01.2021 01:59;5.5;14.5; 8.73 ; 5.25 ;230.5269554;14.5913242;;;;;
11.01.2021 02:59;5.3;14.7; 8.85 ; 5.25 ;233.7066375;14.5913242;;;;;
11.01.2021 03:59;5;15; 9.03 ; 5.25 ;238.4761607;14.5913242;;;;;
11.01.2021 04:59;4.8;15.2; 9.15 ; 5.25 ;241.6558429;14.5913242;;;;;
11.01.2021 05:59;4.6;15.4; 9.27 ; 5.25 ;244.835525;14.5913242;;;;;
11.01.2021 06:59;4.5;15.5; 9.33 ; 5.25 ;246.4253661;14.5913242;;;;;
11.01.2021 07:59;4.5;15.5; 9.33 ; 5.25 ;246.4253661;14.5913242;;;;;
11.01.2021 08:59;5.4;14.6; 8.79 ; 5.25 ;232.1167965;14.5913242;;;;;
11.01.2021 09:59;6.4;13.6; 8.19 ; 5.25 ;216.2183857;14.5913242;;;;;
11.01.2021 10:59;7.2;12.8; 7.71 ; 5.25 ;203.4996572;14.5913242;;;;;
11.01.2021 11:59;7.7;12.3; 7.41 ; 5.25 ;195.5504518;14.5913242;;;;;
11.01.2021 12:59;8;12; 7.22 ; 5.25 ;190.7809286;14.5913242;;;;;
11.01.2021 13:59;7.9;12.1; 7.28 ; 5.25 ;192.3707697;14.5913242;;;;;
11.01.2021 14:59;7.5;12.5; 7.53 ; 5.25 ;198.730134;14.5913242;;;;;
11.01.2021 15:59;6.9;13.1; 7.89 ; 5.25 ;208.2691804;14.5913242;;;;;
11.01.2021 16:59;6.4;13.6; 8.19 ; 5.25 ;216.2183857;14.5913242;;;;;
11.01.2021 17:59;5.9;14.1; 8.49 ; 5.25 ;224.1675911;14.5913242;;;;;
11.01.2021 18:59;5.4;14.6; 8.79 ; 5.25 ;232.1167965;14.5913242;;;;;
11.01.2021 19:59;4.9;15.1; 9.09 ; 5.25 ;240.0660018;14.5913242;;;;;
11.01.2021 20:59;4.5;15.5; 9.33 ; 5.25 ;246.4253661;14.5913242;;;;;
11.01.2021 21:59;4;16; 9.63 ; 5.25 ;254.3745715;14.5913242;;;;;
11.01.2021 22:59;3.6;16.4; 9.87 ; 5.25 ;260.7339357;14.5913242;;;;;
11.01.2021 23:59;3.2;16.8; 10.11 ; 5.25 ;267.0933;14.5913242;;;;;
12.01.2021 00:59;2.7;17.3; 10.42 ; 5.25 ;275.0425054;14.5913242;;;;;
12.01.2021 01:59;2.3;17.7; 10.66 ; 5.25 ;281.4018697;14.5913242;;;;;
12.01.2021 02:59;2.1;17.9; 10.78 ; 5.25 ;284.5815518;14.5913242;;;;;
12.01.2021 03:59;1.8;18.2; 10.96 ; 5.25 ;289.351075;14.5913242;;;;;
12.01.2021 04:59;1.6;18.4; 11.08 ; 5.25 ;292.5307572;14.5913242;;;;;
12.01.2021 05:59;1.4;18.6; 11.20 ; 5.25 ;295.7104393;14.5913242;;;;;
12.01.2021 06:59;1.2;18.8; 11.32 ; 5.25 ;298.8901215;14.5913242;;;;;
12.01.2021 07:59;1.3;18.7; 11.26 ; 5.25 ;297.3002804;14.5913242;;;;;
12.01.2021 08:59;1.7;18.3; 11.02 ; 5.25 ;290.9409161;14.5913242;;;;;
12.01.2021 09:59;2.6;17.4; 10.48 ; 5.25 ;276.6323465;14.5913242;;;;;
12.01.2021 10:59;3.7;16.3; 9.81 ; 5.25 ;259.1440947;14.5913242;;;;;
12.01.2021 11:59;5;15; 9.03 ; 5.25 ;238.4761607;14.5913242;;;;;
12.01.2021 12:59;5.8;14.2; 8.55 ; 5.25 ;225.7574322;14.5913242;;;;;
